Turnir,od,do,EventID,Organizator(i),Direktor turnira,Glavni sudac,Zamjenik glavnog suca,Sudac,Lokacija,Tempo igre,FED,State,Zadnja izmjena,ekipe,n,Rd,Rd-Akt,DB-Key,System
New Zagreb Classic 2024 - Open B,20240202,20240204,0,"ŠK Novi Zagreb, https://www.sknovizagreb.hr/","Andrej Stanković, FI [CRO][14513501]","Krunoslav Lešić, IA, IO [CRO][14505258]","Andrija Jergović, NA [CRO][14514168]","Slobodan Barkidžija, NA [CRO][79304389], Robert Kupek, NA [CRO][14548313]","Zagreb, Miramarska cesta 24, Maistra City Vibes Hotel International","90'+30""",CRO,,04.02.2024  18:51,0,71,5,5,867934,Schweizer System
New Zagreb Classic 2024 - Open C,20240202,20240204,0,"ŠK Novi Zagreb, https://www.sknovizagreb.hr/","Andrej Stanković, FI [CRO][14513501]","Krunoslav Lešić, IA, IO [CRO][14505258]","Andrija Jergović, NA [CRO][14514168]","Slobodan Barkidžija, NA [CRO][79304389], Robert Kupek, NA [CRO][14548313]","Zagreb, Miramarska cesta 24, Maistra City Vibes Hotel International","90'+30""",CRO,,04.02.2024  18:21,0,75,5,5,867935,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠZŽI za 2024.-/U12/, Stari Mikanovci,27.-28.01.2024.",20240127,20240128,0,"ŠK Šokadija, Stari Mikanovci",Zdenko Brkić [CRO][14506823],"Krunoslav Lešić, IA [CRO][14505258]","Anto Majić, FA [CRO][14522411]","Ivan Dujić, NA [CRO][14574829], Ivan Đančević, NA [CRO][14522799], Sanja Konjević, NA [CRO][14593076]","Stari Mikanovci, sportska dvorana OŠ Stjepana Cvrkovića, Vladimira Nazora 18A","30'+30""",CRO,,28.01.2024  15:42,0,72,7,7,875797,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠZŽI za 2024.-/U16/, Stari Mikanovci,27.-28.01.2024.",20240127,20240128,0,"ŠK Šokadija, Stari Mikanovci",Zdenko Brkić [CRO][14506823],"Krunoslav Lešić, IA [CRO][14505258]","Anto Majić, FA [CRO][14522411]","Ivan Dujić, NA [CRO][14574829], Ivan Đančević, NA [CRO][14522799], Sanja Konjević, NA [CRO][14593076]","Stari Mikanovci, sportska dvorana OŠ Stjepana Cvrkovića, Vladimira Nazora 18A","60'+30""",CRO,,28.01.2024  18:08,0,51,6,6,875798,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠZŽI za 2024.-/U20/, Stari Mikanovci,27.-28.01.2024.",20240127,20240128,0,"ŠK Šokadija, Stari Mikanovci",Zdenko Brkić [CRO][14506823],"Krunoslav Lešić, IA [CRO][14505258]","Anto Majić, FA [CRO][14522411]","Ivan Dujić, NA [CRO][14574829], Ivan Đančević, NA [CRO][14522799], Sanja Konjević, NA [CRO][14593076]","Stari Mikanovci, sportska dvorana OŠ Stjepana Cvrkovića, Vladimira Nazora 18A","60'+30""",CRO,,28.01.2024  18:32,0,20,6,6,875799,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠZŽI za 2024.-/Ž12/, Stari Mikanovci,27.-28.01.2024.",20240127,20240128,0,"ŠK Šokadija, Stari Mikanovci",Zdenko Brkić [CRO][14506823],"Krunoslav Lešić, IA [CRO][14505258]","Anto Majić, FA [CRO][14522411]","Ivan Dujić, NA [CRO][14574829], Ivan Đančević, NA [CRO][14522799], Sanja Konjević, NA [CRO][14593076]","Stari Mikanovci, sportska dvorana OŠ Stjepana Cvrkovića, Vladimira Nazora 18A","30'+30""",CRO,,28.01.2024  15:36,0,25,7,7,875795,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠZŽI za 2024.-/Ž16/, Stari Mikanovci,",20240127,20240128,0,"ŠK Šokadija, Stari Mikanovci",Zdenko Brkić [CRO][14506823],"Krunoslav Lešić, IA [CRO][14505258]","Anto Majić, FA [CRO][14522411]","Ivan Dujić, NA [CRO][14574829], Ivan Đančević, NA [CRO][14522799], Sanja Konjević, NA [CRO][14593076]","Stari Mikanovci, sportska dvorana OŠ Stjepana Cvrkovića, Vladimira Nazora 18A","60'+30""",CRO,,28.01.2024  17:40,0,24,6,6,875796,Schweizer System
Ivanečki vitezovi - Open A+B,20231117,20240127,0,Šahovski klub Ivanec,Željko Črepinko,Željko Matkun FA,"Predrag Križanić, županijski sudac",,Horvatsko kod Ivanca,30 min + 30 sek,CRO,,27.01.2024  20:49,0,23,6,6,846202,Schweizer System
Ivanečki vitezovi - Open C - U12,20231117,20240127,0,Šahovski klub Ivanec,Željko Črepinko,Željko Matkun FA,"Predrag Križanić, županijski sudac",,Horvatsko kod Ivanca,30 min + 30 sek,CRO,,02.02.2024  15:20,0,22,6,6,846201,Schweizer System
12. open KrapinaOtvoreno prvenstvo grada Krapine 19.-21.01.2024.,20240119,20240121,348851,Šahovski klub Krapina,Mirjana Medić,Mirjana Medić IA (14501619),Radmila Švaljek IA (14501759),,"Krapina, Ul. Ljudevita Gaja 15",60 minuta + 30 sekundi za svaki potez,CRO,,21.01.2024  17:04,0,78,7,7,842831,Schweizer System
POJEDINAČNO SENIORSKO PRVENSTVO BRODSKO-POSAVSKE ŽUPANIJE U STANDARDNOM ŠAHU ZA 2023. GODINU-siječanj 2024.,20240113,20240121,0,"Šahovski savez Brodsko-posavske županije i ŠK ""Đuro Đaković"" Slavonski Brod",,Ivan Đančević (ŽS),,,Slavonski Brod,60 minuta + 30 sekundi,CRO,,24.01.2024  20:01,0,36,6,6,818622,Schweizer System
Otvoreno prvenstvo Siska 2024.,20240113,20240114,0,ŠD Sisak,"FM, NA Milan Brigljević [14501015]",IA Siniša Režek [14516594],NA Klara Krmpotić [14528592],NA Zita Brigljević [14525852],"Sisak (CRO), prostorije ŠD Sisak, Antuna i Stjepana Radića 44",30 minuta + 30 sekunde dodatka po završenom potezu počevši od prvoga,CRO,,14.01.2024  15:16,0,10,6,6,877334,Schweizer System
Pojedinačno seniorsko prvenstvo Kc-Kž županije za 2024- muškarci,20240106,20240113,0,"Šahovski savez Koprivničko-križevačke županije, Ante Starčevića 15, Koprivnica",Nikola Mihočka,"Borislav Vidović, DS",,,"Sveti Ivan Žabno, kino sala, Trg K. Lukaša 1",90. min. plus 30. sec.,CRO,,13.01.2024  18:19,0,18,6,6,873133,Schweizer System
Pojedinačno seniorsko prvenstvo Kc-Kž županije za 2024- žene,20240106,20240113,0,"Šahovski savez Koprivničko-križevačke županije, Ante Starčevića 15, Koprivnica",Nikola Mihočka,"Borislav Vidović, DS",,,"Sveti Ivan Žabno, kino sala, Trg K. Lukaša 1",90. min. plus 30. sec.,CRO,,13.01.2024  12:40,0,7,5,5,873135,Schweizer System
"MEĐUNARODNI OTVORENI ŠAHOVSKI TURNIR ""28th Open BOŠNJACI"", 03-09.01.2024",20240103,20240109,0,Chess club Bosnjaci Bošnjaci,Luka Golubičić,"Branko Vidačković, IA 14509229","Babic, Andrija, IA 14507390, Ivica Leaković, IA 14504707","Adam Ilišević,KS CRO [14509954], Ivan Dujić ŽS CRO [14574829]","Kino dvorana dom kulture, Bošnjaci",90 minutes with 30 seconds cumulative increment for each move starting from first move,CRO,,09.01.2024  14:41,0,154,9,9,820732,Schweizer System
14. TOP 10 KADETA ŠK RIJEKA,20240105,20240107,0,Chess Club Rijeka,"Zelenika, Srdjan 14501350","IA Birk, Bojan 14527677","NA Pijanovic, Dusan 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/2",60 min + 30 sec,CRO,,07.01.2024  14:49,0,10,6,6,873067,Schweizer System
15. juniorsko prvenstvo OBŽ_turnir juniorki i juniora,20240105,20240107,0,"ŠS Osječko-baranjske županije, ŠK Slavonac Našice",Renato Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),DS Adam Tomaić (14518546),"Našice, hotel Park",30 minuta fiksnog vremena + 30 sekundi dodatka za svaki odigrani potez,CRO,,07.01.2024  16:32,0,12,9,9,867548,Schweizer System
25 .kadetsko prvenstvo OBŽ_turnir kadetkinja do 11 godina,20240105,20240107,0,"ŠS Osječko-baranjske županije, ŠK Slavonac Našice",Renato Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),DS Adam Tomaić (14518546),Našice,30 minuta fiksnog vremena+30 sekundsi za svaki završeni potez,CRO,,07.01.2024  16:32,0,17,9,9,874352,Schweizer System
25. kadetsko prvenstvo OBŽ_ turnir kadetkinja i kadeta do 15 godina,20240105,20240107,0,"ŠS OBŽ, ŠK Slavonac Našice",Renato Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),DS Adam Tomaić (14518546),"Našice, hotel Park",30 minuta fiksnog vremena + 30 sekundi dodatka za svaki odigrani potez,CRO,,07.01.2024  16:32,0,38,9,9,867550,Schweizer System
25. kadetsko prvenstvo OBŽ_turnir kadeta do 11 godina,20240105,20240107,0,"ŠS OBŽ, ŠK Slavonac Našice",Renato Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),DS Adam Tomaić (14518546),"Našice, hotel Park",30 minuta fiksnog vremena + 30 sekundi dodatka za svaki odigrani potez,CRO,,07.01.2024  16:32,0,21,9,9,867549,Schweizer System
"BRZOPOTEZNI ŠAHOVSKI TURNIR ""28th Open BOŠNJACI"", 07.01.2024",20240107,20240107,0,Chess club Bosnjaci Bošnjaci,Luka Golubičić,"Branko Vidačković, IA 14509229",Ivan Dujić ŽS CRO [14574829],,"Kino dvorana dom kulture, Bošnjaci",3 minutes with 2 seconds cumulative increment for each move starting from first move,CRO,,07.01.2024  18:12,0,90,11,11,820742,Schweizer System
Božićni rejting turnir za kadete ŠK Križevci,20231227,20231228,0,Šahovski klub Križevci,,"Borislav Vidović, DS",,,"Križevci, prostorija Kluba, Potočka 26",30. min. plus 30. sec.,CRO,,28.12.2023  11:44,0,14,6,6,870486,Schweizer System
Pojedinačno otvoreno prvenstvo Hrvatske za žene,20231217,20231223,353184,Hrvatski šahovski savez,Alojzije Janković,"Radmila Švaljek, IA (14501759)","Andrija Babić, IA (14507390)",,"Zagreb, Masarykova 22/3",90 min za 40 poteza + 30 min za ostatak partije + 30 sec za svaki završeni potez počevši od prvoga,CRO,,23.12.2023  13:59,0,14,9,9,861091,Schweizer System
Prvenstvo Zadarske županije u šahu za 2023. godinu,20231218,20231223,0,"Šahovski savez Zadarske županije, Šahovski klub ""Zadar"" Zadar",Zlatko Šimunović 14596784,Zlatko Šimunović 14596784,,,"Brne Krnarutića 6, Zadar",60' + 30'',CRO,,23.12.2023  20:27,1,14,7,7,860341,Schweizer System
61. prvenstvo Dubrovnika za 2023. godinu,20231208,20231217,351905,"ŠK Dubrovnik, Dubrovnik",Vlaho Zlošilo (CRO) [79306012],IA Sulejman Islamović (CRO) [14516659],,,"Dubrovnik, Prostorije Kluba, Lichtensteinov put 12",Svi potezi u 60 min + 30 sec po potezu,CRO,,17.12.2023  19:35,0,15,7,7,852173,Schweizer System
"Otvoreni kadetski turnir ŠK Šahovski centar_U12,Županja, 16.-17.12.2023.",20231216,20231217,0,ŠK Šahovski centar,"Krunoslav Lešić, IA, IO [CRO][14505258]","Krunoslav Lešić, IA, IO [CRO][14505258]",,,"Županja, Multikulturni centar, Ul. bana Josipa Jelačića 2b","30'+30""",CRO,,17.12.2023  14:55,0,43,6,6,859762,Schweizer System
"Otvoreni kadetski turnir ŠK Šahovski centar_U16,Županja, 16.-17.12.2023.",20231216,20231217,0,ŠK Šahovski centar,"Krunoslav Lešić, IA, IO [CRO][14505258]","Krunoslav Lešić, IA, IO [CRO][14505258]",,,"Županja, Multikulturni centar, Ul. bana Josipa Jelačića 2b","30'+30""",CRO,,17.12.2023  15:18,0,19,6,6,859944,Schweizer System
Prvenstvo Osijeka 2023,20231211,20231217,0,Osječki šahovski savez,Zvonko Horvat,Renato Vince,Nenad Mrkonjić,,Osijek,30 minuta fiksnog vremena + dodatak od 30 sekundi za svaki završeni potez,CRO,,17.12.2023  12:14,0,28,7,7,852197,Schweizer System
Božićni turnir Brestovac,20231103,20231215,0,šk Brestovac,Damir Rosipal,ks Pejo Martić,,,Požeška 45 Brestovac,60min+30 sek,CRO,,15.12.2023  17:39,0,11,7,7,841241,Schweizer System
26.Božićni Cro- rejtingirani turnir 2023. ŠK Ruščica,20231103,20231211,0,Šahovski klub Ruščica iz Ruščice,Antnun Rakić,"Mato Opačak, državni sudac (14503026)","Dragan Pavić, županijski sudac (14519550)",,Šah klub Ruščica Ivane Brlić Mažuranić 3.,60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza (Fischer),CRO,,19.12.2023  03:38,0,13,7,7,682971,Schweizer System
Sesvete 2023. - VI. otvoreni kadetski i juniorski šahovski turnir - juniori do 19 godina,20231209,20231210,0,Šahovski klub Sesvete Agroproteinka,Radoslav Dumančić,"Damir Obad, KS","Mladen Nagl, KS","Klara Krmpotić, KS","Gimnazija Sesvete, Bistrička 7, Sesvete","30'+30"" - standard",CRO,,10.12.2023  16:02,0,10,5,5,840454,Schweizer System
Sesvete 2023. - VI. otvoreni kadetski i juniorski šahovski turnir - kadeti do 13godina,20231209,20231210,0,Šahovski klub Sesvete Agroproteinka,Radoslav Dumančić,"Damir Obad, KS","Klara Krmpotić, KS","Mladen Nagl, KS","Gimnazija Sesvete, Bistrička 7, Sesvete","30'+30"" - standard",CRO,,10.12.2023  16:02,0,27,6,6,840438,Schweizer System
Sesvete 2023. - VI. otvoreni kadetski i juniorski šahovski turnir - kadeti do 15godina,20231209,20231210,0,Šahovski klub Sesvete Agroproteinka,Radoslav Dumančić,"Damir Obad, KS","Klara Krmpotić, KS","Mladen Nagl, KS","Gimnazija Sesvete, Bistrička 7, Sesvete","30'+30"" - standard",CRO,,10.12.2023  16:15,0,12,6,6,840448,Schweizer System
Sesvete 2023. - VI. otvoreni kadetski i juniorski šahovski turnir - kadeti do 9godina,20231209,20231210,0,Šahovski klub Sesvete Agroproteinka,Radoslav Dumančić,"Vlado Karagić, FA","Ana Stančin, KS",,"Gimnazija Sesvete, Bistrička 7, Sesvete","30'+30"" - standard",CRO,,10.12.2023  15:40,0,32,6,6,840421,Schweizer System
Sesvete 2023. - VI. otvoreni kadetski i juniorski šahovski turnir- kadeti do 11 godina,20231209,20231210,0,Šahovski klub Sesvete Agroproteinka,Radoslav Dumančić,"Vlado Karagić, FA","Ana Stančin, KS",,,"30'+30"" - standard",CRO,,10.12.2023  15:20,0,26,6,6,840431,Schweizer System
Rejting turnir početnika ŠK Križevci,20231208,20231209,0,Šahovski klub Križevci,Igor Kudeljnjak,"Borislav Vidović, DS",,,"Križevci, prostorija kluba, Potočka 26",30 minuta plus 30 sekundi,CRO,,09.12.2023  16:10,0,9,7,7,861521,Schweizer System
23. Memorijal Milan Kuzmanović 2023,20231110,20231208,0,ŠK.Pula,Valter Valković,Zoran Mijatović IA,Valter Valković NA (žs),Mile Ostojić NA (ks),Pula,90 minuta + 30 sekundi za svaki odigrani potez,CRO,,11.12.2023  22:14,0,24,9,9,847095,Schweizer System
"19. kadetski šahovski turnir ""Iovallium""",20231201,20231203,0,"Šahovski savez Osječko - baranjske županije, ŠK Hrvatska čitaonica",Renato Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),"DS Josip Jurman (14622815), KS Andrej Meško (14510553)",,30 minuta fiksnog vremena + 30 sekundi dodatka za svaki potez,CRO,,03.12.2023  13:29,0,111,7,7,842823,Schweizer System
"25. ženski šahovski turnir ""Čarobni prsten""",20231201,20231203,0,Šahovski savez Osječko - baranjske županije,Rento Vince,IA Zdravko Birovljević (14520028),DS Renato Vince (14518600),"DS Josip Jurman (14622815), KS Andrej Meško (14510553)",Valpovo_ hotel Villa Valpovo,30 minuta fiksnog vremena + 30 sekundi dodatka za svaki potez,CRO,,03.12.2023  13:30,0,32,7,7,842822,Schweizer System
"OTVORENI MEĐUNARODNI ŠAHOVSKI TURNIR DUBROVNIK ADVENT 2023Dubrovnik, Valamar Lacroma Dubrovnik Hotel, 1.12-3.12.2023",20231201,20231203,344566,"ŠK Dubrovnik, Dubrovnik",Vlaho Zlošilo (79306012),IA Sulejman Islamović (14516659),FA Željko Matkun (14510839),Ivan Potrebica (14596024),"Dubrovnik, Valamar Lacroma Dubrovnik Hotel, Iva Dulčića 34",60 minuta za cijelu partiju s dodatkom 30 sekundi po potezu počevši od prvog poteza (Fischer),CRO,,26.12.2023  16:58,0,119,6,6,809182,Schweizer System
9. Turnir nada OBŽ,20231202,20231202,0,"ŠS OBŽ, ŠK Hrvatska čitaonica",Renato VInce,IA Zdravko Birovljević (14520028),KS Andrej Meško (14510553),"KS Josip Martinović (14537249), Damir Meško (14534720)","Valpovo, prostorija ŠK Hrvatska čitaonica",Igra bez sata,CRO,,03.12.2023  10:05,0,20,5,5,859305,Schweizer System
14. Kadetsko prvenstvo Osijeka za 2023. U11Turnir je zajednički za kadete i kadetkinje,20231111,20231125,0,"OSJEČKI ŠAHOVSKI SAVEZ  i ŠK ""DAMIN GAMBIT""",Zvonko Horvat,"Josip Jurman, Državni sudac (14536641)","Saša Savić, Klupski sudac (14561085)",,"Šahovski dom, Sportska dvorana Zrinjevac, Reisnerova 46/A 2. kat","30,00min+ 30 sek po potezu",CRO,,25.11.2023  12:22,0,21,9,9,842062,Schweizer System
14. Prvenstvo za starije kadete Osijeka 2023. U15Turnir je zajednički za kadete i kadetkinje,20231111,20231125,0,"OSJEČKI ŠAHOVSKI SAVEZ i ŠK""DAMIN GAMBIT""",Zvonko Horvat,"Josip Jurman, Državni sudac (14536641)","Saša Savić, Klupski sudac(14561085)",,"Šahovski dom, Sportska dvorana Zrinjevac, Reisnerova 46/A-2.kat","30,00 min+ 30 sek. dodatak po potezu",CRO,,25.11.2023  12:21,0,13,9,9,839980,Schweizer System
Pojedinačno prvenstvo Splitsko - dalmatinske županije 2023,20231110,20231119,0,ŠSŽSD,Božo Mišković 14512742,Ivo Ivanković 14504138,Božo Mišković 14512742,,"Split, Hotel Corner",90 minuta + 30 sekundi dodatka po potezu,CRO,,19.11.2023  16:15,0,52,9,9,847506,Schweizer System
"Pojedinačno Seniorsko prvenstvo Zagreba 2023,",20231106,20231115,0,Zagrebački Šahovski Savez,Krešimir Podravec,Vid Brzica,,,Masarykova 22/3 Zagreb,90 minuta + 30 sekundi,CRO,,15.11.2023  22:00,0,26,7,7,842689,Schweizer System
Svi sveti u Sesvetama - U09- šahovski turnir za djecu -,20231028,20231030,0,"ŠK Sane Chess u suradnji sa ŠK Sesvete Agroproteinka, Zagreb",Vlatko Lovrinić,"Vlado Karagić, FA",,,"Sesvete, Kelekova 2","30'+30"" - standard",CRO,,30.10.2023  19:50,0,11,7,7,831682,Schweizer System
Svi sveti u Sesvetama - U15- šahovski turnir za djecu -,20231028,20231030,0,"ŠK Sane Chess u suradnji sa ŠK Sesvete Agroproteinka, Zagreb",Vlatko Lovrinić,"Vlado Karagić, FA",,,"Sesvete, Kelekova 2","30'+30"" - standard",CRO,,30.10.2023  20:28,0,15,7,7,831676,Schweizer System
"Amaterski rejting turnir ŠK ""Crikvenica"" - listopad 2023.",20231027,20231029,0,"ŠK ""Crikvenica""",Nikola Sundać,"Nenad Jurman, DS",,"Nikola Sundać, KS","Crikvenica, Vinodolska 1",30min + 30 sec,CRO,,29.10.2023  14:32,0,14,7,7,832314,Schweizer System
VII. Otvoreno pojedinačno prvenstvo zapadne Hrvatske za mlade do 12 godina,20231021,20231022,0,ŠS Istarske županije i ŠS Primorsko - goranske županije,"Milovac, Igor (CRO) [14535661]","IA Milovac, Igor (CRO) [14535661]","NA Ghersinich, Giuseppe (ds) (CRO) [14510138]","NA Trošić, Zvonimir (žs) (CRO) [14535849]","Sportska dvorana ""Žatika"" u Poreču",30 min + 30 sek dodatka,CRO,,22.10.2023  16:02,0,15,6,6,820334,Schweizer System
VII. Otvoreno pojedinačno prvenstvo zapadne Hrvatske za mlade do 16 godina,20231021,20231022,0,ŠS Istarske županije i ŠS Primorsko - goranske županije,"Milovac, Igor (CRO) [14535661]","IA Milovac, Igor (CRO) [14535661]","NA Ghersinich, Giuseppe (ds) (CRO) [14510138]","NA Trošić, Zvonimir (žs) (CRO) [14535849]","Sportska dvorana ""Žatika"" u Poreču",30 min + 30 sek dodatka,CRO,,22.10.2023  16:17,0,20,6,6,820341,Schweizer System
"OTVORENI MEĐUNARODNI ŠAHOVSKI TURNIR 2. OPEN HVAR 2023.ARSENAL HVAR, 15.-21.10.2023.",20231015,20231021,316237,"ŠK Hvar, Hvar",Ivica Bilandžić 14597500,IA Sulejman Islamović 14516659,FA Željko Matkun 14510839,KS Pavle Palić 14515237,"HVAR, ARSENAL HVAR",90min + 30sec/move from move 1,CRO,,23.10.2023  08:49,0,104,9,9,685997,Schweizer System
XI. Memorijal Ante Krnjića- A turnir,20231014,20231015,0,Šahovski klub Križevci i Agadmator d.o.o.,Antonio Radić,"Borislav Vidović, DS","Goran Martić, ŽS","Goran Kušec, KS","Križevci, restoran Vojarna trg Svetog Florijana bb",30 minuta sa dodatkom od 30 sekundi,CRO,,15.10.2023  22:44,0,35,6,6,822536,Schweizer System
XI. Memorijal Ante Krnjića- turnir kadeta U10,20231014,20231015,0,Šahovski klub Križevci i Agadmator d.o.o.,Antonio Radić,"Borislav Vidović, DS","Goran Martić, ŽS","Goran Kušec, KS","Križevci, restoran Vojarna trg Svetog Florijana bb",30 minuta sa dodatkom od 30 sekundi,CRO,,15.10.2023  22:44,0,26,6,6,822544,Schweizer System
GUNDINCI 1998-2023 (60+3) POJEDINAČNO PRVENSTVO U STANDARDNOM ŠAHU,20230924,20231001,0,Šahovski klub Gundinci,Mirko Matić,Ivan Đančević (ŽS,Mirko Matić (ŽS),,Gundinci,60 minuta + 3 sekunde,CRO,,20.06.2024  12:28,0,22,6,6,959812,Schweizer System
II. Memorijal Darka Šveca,20230903,20230909,0,"Šahovski klub ""Silent"" -Zagreb",Cechi Goran [14503450],ds Andrija Jergović [14514168],,,,60 minta + 30 sekundi po dovršenom potezu,CRO,,14.09.2023  17:11,0,42,7,7,805119,Schweizer System
V. memorijal Stjepana Kamenečkog - kadeti do 16 godina,20230902,20230903,0,"ŠŠK koprivnica, ŠŠK Podravka, Koprivnica, ŠK Ivan Dvoržak, Rovišće-Zr. Topolovac",Josip Zadro,"Vlado Karagić, FA",,"Ivan Ramović, KS","Starigrad, Dom kulture, Krešimirova ulica 28","30'+30"" - standard",CRO,,03.09.2023  16:09,0,14,6,6,806687,Schweizer System
V. memorijal Stjepana Kamenečkog - turnir do 12 godina,20230902,20230903,0,"ŠŠK Koprivnica, ŠŠK Podravka, Koprivnica, ŠK Ivan Dvoržak, Rovišće-Zr. Topolovac",Josip Zadro,"Vlado Karagić, FA",,"Ivan Ramović, KS","Starigrad, Dom kulture, Krešimirova 28","30'+30"" - standard",CRO,,03.09.2023  16:47,0,24,6,6,806690,Schweizer System
V. memorijal Stjepana Kamenečkog - turnir do 9 godina,20230902,20230903,0,"ŠŠK Koptivnica, ŠŠK Podravka, Koprivnica, ŠK Ivan Dvoržak, Rovišće-Zr. Topolovac",Josip Zadro,"Vlado Karagić, FA",,"Ivan Ramović, KS","Starigrad, Dom kulture, Krešimirova 29","30'+30"" - standard",CRO,,03.09.2023  15:51,0,14,6,6,806696,Schweizer System
15. Open Hum na Sutli 2023Međunarodno otvoreno prvenstvo Krapinsko-zagorske županije,20230826,20230902,324311,"Šahovski klub Straža, Hum na Sutli",,"Radmila Švaljek, IA  14501759","Mirjana Medić, IA  14501619",,"Hum na Sutli, Općinska vijećnica (Dom kulture)","90 minuta po igraču + dodatak od 30 sekundi za svaki potez, počevši od prvoga",CRO,,02.09.2023  13:47,0,64,9,9,750399,Schweizer System
"1. ŠPANCIR CHESS OPEN 2023. Varaždin - A turnir, 24.08. - 27.08.2023.",20230824,20230827,337527,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,Miroslav Smuđ,Predrag Križanić ŽS [14558327],,Mihael Vurušić KS,"Dvorana Gospodarske škole, Varaždin",60 min.+30 sek dodatka za svaki potez,CRO,,27.08.2023  15:54,0,35,7,7,791962,Schweizer System
"15. otvoreno kadetsko prvenstvo Varaždinske županije u šahu, A turnir - U16, 24.08. - 27.08.2023.",20230824,20230827,337530,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,Miroslav Smuđ,Predrag Križanić ŽS [14558327],,Filip Križanić KS,"Dvorana Gospodarske škole, Varaždin",60 min.+30 sek dodatka za svaki potez,CRO,,27.08.2023  15:29,0,23,7,7,791965,Schweizer System
"15. otvoreno kadetsko prvenstvo Varaždinske županije u šahu, B turnir - U13, 24.08. - 27.08.2023.",20230824,20230827,337531,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,Miroslav Smuđ,Predrag Križanić ŽS [14558327],,Filip Križanić KS,"Dvorana Gospodarske škole, Varaždin",60 min.+30 sek dodatka za svaki potez,CRO,,27.08.2023  15:51,0,46,7,7,791966,Schweizer System
"12.SPLIT OPEN: ŠAHOVSKI FESTIVAL 2023 - SPLIT, 5. - 13.08.2023  -  ""Tournament is financially supported by FIDE Open Aid Project""",20230805,20230813,330486,Šahovski klub Brda,Mateo Ivić,"IA Cvetnic, Vladimir 14516950","IA Brulic, Denis; FA Matkun, Zeljko; NA Sekelja, Marko (DS)",,"SPLIT, Put Duilova 23 - HOTEL ZAGREB",90 minuta s dodatkom od 30 sekundi po potezu počevši od prvog,CRO,,13.08.2023  15:15,0,208,9,9,719755,Schweizer System
"TREĆI MEĐUNARODNI ŠAHOVSKI TURNIR OPEN ""GRADIŠTE"" 2023. 06-12. 08.2023.",20230806,20230812,0,ŠK Slavonac Gradište,Srećko Papac,"IA Vidackovic, Branko 14509229;","Ivan Stojanović, KS",,"Gradište, Zgrada za djecu,odrasle i umirovljenike Trg Hrvatskih Velikana 36",90 minutes with 30 seconds cumulative increment for each move starting from first move,CRO,,12.08.2023  22:00,0,67,9,9,750695,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 17 godina,20230724,20230730,0,Hrvatski šahovski savez,Alojzije Janković,"Vladimir Cvetnić, IA","Vlado Karagić, FA","Pavo Matanović, ŽS","Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2023  12:46,0,86,9,9,792169,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 19 godina,20230724,20230730,0,Hrvatski šahovski savez,Alojzije Janković,"Vladimir Cvetnić, IA","Vlado Karagić, FA","Pavo Matanović, ŽS","Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2023  13:02,0,37,9,9,792168,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniorke do 17 godina,20230724,20230730,0,Hrvatski šahovski savez,Alojzije Janković,"Vladimir Cvetnić, IA","Vlado Karagić, FA","Pavo Matanović, ŽS","Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,30.07.2023  12:08,0,19,9,9,792163,Schweizer System
Prvenstvo ŠK Hrvatska čitaonica za 2023.,20230708,20230723,0,ŠK Hrvatska čitaonica,Josip Martinović,IA Zdravko Birovljević,,,"Valpovo, prostorija ŠK Hrvatska čitaonica",60 minuta fiksnog vremena+30 sekundi dodatka za svaki potez,CRO,,23.07.2023  14:44,0,11,6,6,790831,Schweizer System
"Zadar Chess Festival, A-turnir, Zadar, 16.07.-23.07.2023.",20230716,20230723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lešić IA, IO [CRO] [14505258]","Emilia Djingarova, WGM, NA [SRB] [2903229]","Veljko Šagi, NA [CRO] [14528762] (ks), Magdalena Muha, NA [CRO] [14536757] (ks)","Zadar, Studentski dom Zadar 2, Put stanova 1a","90'+30""",CRO,,23.07.2023  14:11,0,54,9,9,719428,Schweizer System
