title,url,channel,duration,thumbnail,videoId,duration_time,Music
Exploring the good ol' Cassette Tape,https://www.youtube.com/watch?v=H5m6zs1UIVg&list=LL&index=1311&pp=gAQBiAQB,Technology Connections,00:16:08,,H5m6zs1UIVg,0:16:08,FALSE
The Return of the Legend of Question Six - Numberphile,https://www.youtube.com/watch?v=L0Vj_7Y2-xY&list=LL&index=1584&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Numberphile2,00:16:04,,L0Vj_7Y2-xY,0:16:04,FALSE
"The unexpectedly hard windmill question (2011 IMO, Q2)",https://www.youtube.com/watch?v=M64HUIJFTZM&list=LL&index=1148&pp=gAQBiAQB,3Blue1Brown,00:16:03,,M64HUIJFTZM,0:16:03,FALSE
Why We Did NOT Register Our Boat In The USA,https://www.youtube.com/watch?v=gHZmpUli1bY&list=LL&index=84&pp=gAQBiAQB,Gone with the Wynns,00:16:01,,gHZmpUli1bY,0:16:01,FALSE
When you Accidentally Compromise every CPU on Earth,https://www.youtube.com/watch?v=YRohz9VO1YY&list=LL&index=331&pp=gAQBiAQB,Daniel Boctor,00:15:59,,YRohz9VO1YY,0:15:59,FALSE
This is the CLEANEST Setup.,https://www.youtube.com/watch?v=G2VxwFEA8xM&list=LL&index=1437&pp=gAQBiAQB,Linus Tech Tips,00:15:47,,G2VxwFEA8xM,0:15:47,FALSE
Elite Dangerous VR Is An Absolute Nightmare - This Is Why,https://www.youtube.com/watch?v=Fa0b2Kd2xhU&list=LL&index=1507&pp=gAQBiAQB,UpIsNotJump,00:15:46,,Fa0b2Kd2xhU,0:15:46,FALSE
7empest,https://www.youtube.com/watch?v=wVjcmOKTqJc&list=LL&index=514&pp=gAQBiAQB,TOOL,00:15:44,,wVjcmOKTqJc,0:15:44,TRUE
2020 - The perfect startup vision: The Pitch Doctor at Bits & Pretzels 2018,https://www.youtube.com/watch?v=xedS4U8dEXw&list=LL&index=1472&pp=gAQBiAQB,Bits & Pretzels,00:15:42,,xedS4U8dEXw,0:15:42,FALSE
Playing with the VFX1 Virtual Reality System,https://www.youtube.com/watch?v=_fpL9iBi430&list=LL&index=1687&pp=gAQBiAQB,Rick Osgood,00:15:35,,_fpL9iBi430,0:15:35,FALSE
I was wrong about Trump's tariff masterplan,https://www.youtube.com/watch?v=QgE8Hp9hs4M&list=LL&index=124&pp=gAQBiAQB,Money & Macro,00:15:32,,QgE8Hp9hs4M,0:15:32,FALSE
when the music is so good you forget to stop filming,https://www.youtube.com/watch?v=64Izw09Z8hM&list=LL&index=228&pp=gAQBiAQB,Real Pixels,00:15:30,,64Izw09Z8hM,0:15:30,TRUE
"Geostationary, Molniya, Tundra, Polar & Sun Synchronous Orbits Explained",https://www.youtube.com/watch?v=PZAkiXNJIqc&list=LL&index=1445&pp=gAQBiAQB,Scott Manley,00:15:30,,PZAkiXNJIqc,0:15:30,FALSE
Dianna Health Update from SmarterEveryDay,https://www.youtube.com/watch?v=xbcjf-hrOAs&list=LL&index=365&pp=gAQBiAQB,Physics Girl,00:15:22,,xbcjf-hrOAs,0:15:22,FALSE
Why are Apple’s chips faster than Qualcomm’s? – Gary explains,https://www.youtube.com/watch?v=TiVF_ZzzLM0&list=LL&index=970&pp=gAQBiAQB,Android Authority,00:15:17,,TiVF_ZzzLM0,0:15:17,FALSE
Hopfield network: How are memories stored in neural networks? [Nobel Prize in Physics 2024] #SoME2,https://www.youtube.com/watch?v=piF6D6CQxUw&list=LL&index=473&t=1s&pp=gAQBiAQB,Layerwise Lectures,00:15:14,,piF6D6CQxUw,0:15:14,FALSE
Logitech’s Worst Nightmare,https://www.youtube.com/watch?v=SonkKtxZx8w&list=LL&index=599&t=31s&pp=gAQBiAQB0gcJCSkKAYcqIYzv,LowSpecGamer,00:15:14,,SonkKtxZx8w,0:15:14,FALSE
Create CONSISTENT Characters – Midjourney Character Design,https://www.youtube.com/watch?v=RXaw79umdv0&list=LL&index=524&t=78s&pp=gAQBiAQB,Tokenized AI by Christian Heidorn,00:15:10,,RXaw79umdv0,0:15:10,FALSE
Mouse Cursor History (and why I made my own),https://www.youtube.com/watch?v=YThelfB2fvg&list=LL&index=1489&pp=gAQBiAQB,Posy,00:15:09,,YThelfB2fvg,0:15:09,FALSE
How Communists Made Unbreakable Glass,https://www.youtube.com/watch?v=vEvBpjCOBu0&list=LL&index=305&t=7s&pp=gAQBiAQB,fern,00:15:02,,vEvBpjCOBu0,0:15:02,FALSE
'How neural networks learn' - Part I: Feature Visualization,https://www.youtube.com/watch?v=McgxRxi2Jqo&list=LL&index=1656&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Arxiv Insights,00:15:00,,McgxRxi2Jqo,0:15:00,FALSE
When he's way fitter than you 💪🏼😬 Elena Gabrielle,https://www.youtube.com/watch?v=ReVMj3eHd9g&list=LL&index=249&pp=gAQBiAQB,Elena Gabrielle,00:14:53,,ReVMj3eHd9g,0:14:53,FALSE
The Bizarre Behavior of Rotating Bodies,https://www.youtube.com/watch?v=1VPfZ_XzisU&list=LL&index=1190&pp=gAQBiAQB,Veritasium,00:14:49,,1VPfZ_XzisU,0:14:49,FALSE
How I Feel About Being A Meme,https://www.youtube.com/watch?v=g0b5DYK_YcI&list=LL&index=569&pp=gAQBiAQB,TheReportOfTheWeek,00:14:48,,g0b5DYK_YcI,0:14:48,FALSE
How Upside-Down Models Revolutionized Architecture,https://www.youtube.com/watch?v=iRv_syz2DAc&list=LL&index=221&t=13s&pp=gAQBiAQB,Stewart Hicks,00:14:45,,iRv_syz2DAc,0:14:45,FALSE
A-WA: NPR Music Tiny Desk Concert,https://www.youtube.com/watch?v=nbt-fm5DcQ0&list=LL&index=927&pp=gAQBiAQB,NPR Music,00:14:45,,nbt-fm5DcQ0,0:14:45,TRUE
"Jet Island Update #2 - Extreme Spin Mode, Upside-down World, & More!",https://www.youtube.com/watch?v=v-HERHq56gM&list=LL&index=1362&pp=gAQBiAQB,Master Indie,00:14:45,,v-HERHq56gM,0:14:45,FALSE
Former FBI Agent Explains How to Read Body Language | Tradecraft | WIRED,https://www.youtube.com/watch?v=4jwUXV4QaTw&list=LL&index=312&pp=gAQBiAQB,WIRED,00:14:44,,4jwUXV4QaTw,0:14:44,FALSE
DEVALVACIJA JEDNOG OSMIJEHA,https://www.youtube.com/watch?v=1GWSC2My9Hw&list=LL&index=1637&pp=gAQBiAQB,StudioHillock,00:14:44,,1GWSC2My9Hw,0:14:44,FALSE
WTF IS LORNA SHORE? - THE DEMON DRUMMER.,https://www.youtube.com/watch?v=E0Tf0fb2tD0&list=LL&index=343&pp=gAQBiAQB,El Estepario Siberiano,00:14:42,,E0Tf0fb2tD0,0:14:42,TRUE
Create Life From a Simple Rule,https://www.youtube.com/watch?v=0Kx4Y9TVMGg&list=LL&index=363&pp=gAQBiAQB,Brainxyz,00:14:37,,0Kx4Y9TVMGg,0:14:37,FALSE
Car Spotting with Doug DeMuro,https://www.youtube.com/watch?v=PX4fFUwD7tk&list=LL&index=948&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Cars & Bids,00:14:36,,PX4fFUwD7tk,0:14:36,FALSE
Dr Feelgood - Live At Southend Kursaal (15 minutes of magic in the 4 songs),https://www.youtube.com/watch?v=GzF0AETdRF8&list=LL&index=195&pp=gAQBiAQB,Pedja Pavlovic Badza (Mission: Pub rock),00:14:24,,GzF0AETdRF8,0:14:24,TRUE
SAMSUNG ODYSSEY WINDOWS MIXED REALITY DETAILED and FULL Honest Review - The Pros and Cons,https://www.youtube.com/watch?v=N2AlwQJ38Jc&list=LL&index=1629&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Tyriel Wood - VR Tech,00:14:23,,N2AlwQJ38Jc,0:14:23,FALSE
How to Draw Cute School Girl Easy,https://www.youtube.com/watch?v=XqHNdcp_YD8&list=LL&index=1316&pp=gAQBiAQB,Draw So Cute,00:14:21,,XqHNdcp_YD8,0:14:21,FALSE
Reinventing myself | Davor Runje | TEDxZagreb,https://www.youtube.com/watch?v=yE1zYlzY4mE&list=LL&index=1143&t=28s&pp=gAQBiAQB,TEDx Talks,00:14:20,,yE1zYlzY4mE,0:14:20,FALSE
Keep these Stupid American Trucks out of Europe,https://www.youtube.com/watch?v=--832LV9a3I&list=LL&index=7&t=185s&pp=gAQBiAQB,Not Just Bikes,00:14:15,,--832LV9a3I,0:14:15,FALSE
These Are Best Cruises To Go On By Month! See Why!,https://www.youtube.com/watch?v=b7CP7TK9L8E&list=LL&index=50&pp=gAQBiAQB,Tips For Travellers,00:14:11,,b7CP7TK9L8E,0:14:11,FALSE
Why Did We Test Nukes in Space?,https://www.youtube.com/watch?v=KcTrOGS3TyE&list=LL&index=1416&pp=gAQBiAQB,Curious Droid,00:14:11,,KcTrOGS3TyE,0:14:11,FALSE
Half the universe was missing... until now,https://www.youtube.com/watch?v=Kp_kqamkYpw&list=LL&index=899&pp=gAQBiAQB,Veritasium,00:14:10,,Kp_kqamkYpw,0:14:10,FALSE
My Evidence-Based Skincare Routine,https://www.youtube.com/watch?v=OrElyY7MFVs&list=LL&index=211&pp=gAQBiAQB,Ali Abdaal,00:14:05,,OrElyY7MFVs,0:14:05,FALSE
GPT 4: Full Breakdown (14 Details You May Have Missed),https://www.youtube.com/watch?v=2AdkSYWB6LY&list=LL&index=502&pp=gAQBiAQB,AI Explained,00:14:05,,2AdkSYWB6LY,0:14:05,FALSE
How the tides REALLY work,https://www.youtube.com/watch?v=bPhhYhN0FAc&list=LL&index=67&t=1s&pp=gAQBiAQB,Waterlust,00:14:02,,bPhhYhN0FAc,0:14:02,FALSE
Do tire balancing beads actually work?,https://www.youtube.com/watch?v=T47s4L1Wje4&list=LL&index=79&t=85s&pp=gAQBiAQB,Steve Mould,00:13:54,,T47s4L1Wje4,0:13:54,FALSE
Why I Am Famous,https://www.youtube.com/watch?v=paG1-lPtIXA&list=LL&index=1052&pp=gAQBiAQB,Bert Kreischer,00:13:52,,paG1-lPtIXA,0:13:52,FALSE
Jimmy's Hilarious Audience Interview | Jimmy Carr Being Funny,https://www.youtube.com/watch?v=bCCOIT1MLN8&list=LL&index=739&pp=gAQBiAQB,Jimmy Carr,00:13:51,,bCCOIT1MLN8,0:13:51,FALSE
X Plane 11 Native VR 11.20 Preview First Look & Flight Oculus Rift,https://www.youtube.com/watch?v=xRBXjutt8rE&list=LL&index=1660&pp=gAQBiAQB,BamTech,00:13:51,,xRBXjutt8rE,0:13:51,FALSE
The Story of Another World on the Amiga | MVG,https://www.youtube.com/watch?v=0iz9PJbs5rE&list=LL&index=60&pp=gAQBiAQB,Modern Vintage Gamer,00:13:44,,0iz9PJbs5rE,0:13:44,FALSE
reklame 80 tih ne zaboravne legendarne reklame 2,https://www.youtube.com/watch?v=lBe_mEaeYJI&list=LL&index=742&pp=gAQBiAQB,osamdesete godine,00:13:43,,lBe_mEaeYJI,0:13:43,FALSE
How One Supernova Measured The Universe,https://www.youtube.com/watch?v=ljoeOLuX6Z4&list=LL&index=820&t=9s&pp=gAQBiAQB,Veritasium,00:13:42,,ljoeOLuX6Z4,0:13:42,FALSE
DeepMind’s AlphaStar Beats Humans 10-0 (or 1),https://www.youtube.com/watch?v=DMXvkbAtHNY&list=LL&index=1410&pp=gAQBiAQB,Two Minute Papers,00:13:42,,DMXvkbAtHNY,0:13:42,FALSE
"My dream died, and now I'm here",https://www.youtube.com/watch?v=LKiBlGDfRU8&list=LL&index=320&t=435s&pp=gAQBiAQB,Sabine Hossenfelder,00:13:41,,LKiBlGDfRU8,0:13:41,FALSE
Ben Folds Composes a Song LIVE for Orchestra In Only 10 Minutes,https://www.youtube.com/watch?v=BytUY_AwTUs&list=LL&index=707&pp=gAQBiAQB,The Kennedy Center,00:13:41,,BytUY_AwTUs,0:13:41,TRUE
AI's Most Insane Week - Things Will Never Be The Same,https://www.youtube.com/watch?v=39YQFrmZhH4&list=LL&index=503&pp=gAQBiAQB,Matt Wolfe,00:13:40,,39YQFrmZhH4,0:13:40,FALSE
"What is ""Nothing""?",https://www.youtube.com/watch?v=PhfqdBk8qxk&list=LL&index=581&pp=gAQBiAQB,Sabine Hossenfelder,00:13:40,,PhfqdBk8qxk,0:13:40,FALSE
The BALKANS Explained (Geography Now!),https://www.youtube.com/watch?v=ED0b0E6xUL8&list=LL&index=1285&pp=gAQBiAQB,Geography Now,00:13:40,,ED0b0E6xUL8,0:13:40,FALSE
"Hurricane Katrina Historic Storm Surge Video - Gulfport, Mississippi",https://www.youtube.com/watch?v=-Kou0HBpX4A&list=LL&index=1690&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Ultimate Chase,00:13:39,,-Kou0HBpX4A,0:13:39,FALSE
Introduction to Acting: Facial Expression - Social Skills,https://www.youtube.com/watch?v=fr6bsl4J7Vc&list=LL&index=648&pp=gAQBiAQB,Kerry Bar-Cohn,00:13:31,,fr6bsl4J7Vc,0:13:31,FALSE
American vs. European comics,https://www.youtube.com/watch?v=OHrkogrHDuk&list=LL&index=1777&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Partially Correct Philosophy,00:13:30,,OHrkogrHDuk,0:13:30,FALSE
Everything you wanted to know about the Serbia-Kosovo Washington agreement,https://www.youtube.com/watch?v=j-14QdZQ8VQ&list=LL&index=850&pp=gAQBiAQB,24 minuta sa Zoranom Kesićem - Zvanični kanal,00:13:21,,j-14QdZQ8VQ,0:13:21,FALSE
€4.25 Million Yacht Tour : Hanstaiger X1,https://www.youtube.com/watch?v=sEfxsd5xfVM&list=LL&index=556&pp=gAQBiAQB,AQUAHOLIC,00:13:20,,sEfxsd5xfVM,0:13:20,FALSE
I made a hair cutting machine,https://www.youtube.com/watch?v=7zBrbdU_y0s&list=LL&index=915&pp=gAQBiAQB,Stuff Made Here,00:13:17,,7zBrbdU_y0s,0:13:17,FALSE
Consultants Are Overpaid Deadweight. Here's Why Companies Hire Them.,https://www.youtube.com/watch?v=iX-Oj_vvwC8&list=LL&index=535&pp=gAQBiAQB,Logically Answered,00:13:16,,iX-Oj_vvwC8,0:13:16,FALSE
6 Fun Facts You Probably Never Knew,https://www.youtube.com/watch?v=URlA7irXpp0&list=LL&index=498&t=6s&pp=gAQBiAQB,Great Big Story,00:13:15,,URlA7irXpp0,0:13:15,FALSE
World War II Every Day with Army Sizes,https://www.youtube.com/watch?v=1CqGeAmVu1I&list=LL&index=618&pp=gAQBiAQB,Christopher,00:13:15,,1CqGeAmVu1I,0:13:15,FALSE
A DRUM PRODIGY WAS BORN - KID PLAYING EXTREME METAL,https://www.youtube.com/watch?v=gYBoAq1Nghs&list=LL&index=278&pp=gAQBiAQB,El Estepario Siberiano,00:13:13,,gYBoAq1Nghs,0:13:13,TRUE
We Found The Alien Monolith In The Utah Desert!,https://www.youtube.com/watch?v=U63zicCAQIk&list=LL&index=801&pp=gAQBiAQB,HeavyDSparks,00:13:09,,U63zicCAQIk,0:13:09,FALSE
Blue Origin Flies To Space While Starship Hopper Blown Over By Wind,https://www.youtube.com/watch?v=GfWarGb_hds&list=LL&index=1434&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Scott Manley,00:13:07,,GfWarGb_hds,0:13:07,FALSE
The 9 Best Times In History To Be Alive,https://www.youtube.com/watch?v=vY75kB6vI_I&list=LL&index=44&pp=gAQBiAQB,Weird History,00:13:06,,vY75kB6vI_I,0:13:06,FALSE
Transformer Neural Networks - EXPLAINED! (Attention is all you need),https://www.youtube.com/watch?v=TQQlZhbC5ps&list=LL&index=547&pp=gAQBiAQB0gcJCSkKAYcqIYzv,CodeEmporium,00:13:05,,TQQlZhbC5ps,0:13:05,FALSE
Eclectic - A demo by Onslaught - Live Party Version. 1st Place at Flashback 2014,https://www.youtube.com/watch?v=FTtKHLZTbtA&list=LL&index=1628&pp=gAQBiAQB,thealgorithm,00:13:04,,FTtKHLZTbtA,0:13:04,FALSE
"The Game That Inspired Minecraft, But Never Made a Penny",https://www.youtube.com/watch?v=__Nq2vNcpIo&list=LL&index=341&pp=gAQBiAQB,People Make Games,00:13:01,,__Nq2vNcpIo,0:13:01,FALSE
Interview Sia (Taratata N° 309),https://www.youtube.com/watch?v=YEIwpml_IF8&list=LL&index=943&pp=gAQBiAQB,Taratata,00:13:00,,YEIwpml_IF8,0:13:00,FALSE
Casually Explained: Interior Design,https://www.youtube.com/watch?v=LihDIFKUaTs&list=LL&index=11&pp=gAQBiAQB,Casually Explained,00:12:59,,LihDIFKUaTs,0:12:59,FALSE
I tried a contact lens applicator for the first time on soft contacts,https://www.youtube.com/watch?v=qQapVSxxFUE&list=LL&index=73&pp=gAQBiAQB,Antonio the Optometrist,00:12:55,,qQapVSxxFUE,0:12:55,FALSE
Apple Pro Display XDR Review (vs Sony Reference Monitor),https://www.youtube.com/watch?v=rtd7UzLJHrU&list=LL&index=663&pp=gAQBiAQB,HDTVTest,00:12:55,,rtd7UzLJHrU,0:12:55,FALSE
Why TED talks suck now,https://www.youtube.com/watch?v=0zVIUAwUarU&list=LL&index=180&pp=gAQBiAQB,Sir W,00:12:52,,0zVIUAwUarU,0:12:52,FALSE
Why Machines That Bend Are Better,https://www.youtube.com/watch?v=97t7Xj_iBv0&list=LL&index=1351&pp=gAQBiAQB,Veritasium,00:12:52,,97t7Xj_iBv0,0:12:52,FALSE
Route 66: Why Is the World Still Obsessed With It?,https://www.youtube.com/watch?v=ngSgEAbQWGs&list=LL&index=30&t=22s&pp=gAQBiAQB,Engineering The Impossible,00:12:50,,ngSgEAbQWGs,0:12:50,FALSE
"Tardigrades: Chubby, Misunderstood, & Not Immortal",https://www.youtube.com/watch?v=kux1j1ccsgg&list=LL&index=995&pp=gAQBiAQB,Journey to the Microcosmos,00:12:50,,kux1j1ccsgg,0:12:50,FALSE
'Sparks of AGI' - Bombshell GPT-4 Paper: Fully Read w/ 15 Revelations,https://www.youtube.com/watch?v=Mqg3aTGNxZ0&list=LL&index=492&t=450s&pp=gAQBiAQB,AI Explained,00:12:49,,Mqg3aTGNxZ0,0:12:49,FALSE
Woke Flat Earthers | Malik Elassal | Stand Up Comedy,https://www.youtube.com/watch?v=Vy96iuq94Ko&list=LL&index=352&t=458s&pp=gAQBiAQB,Don't Tell Comedy,00:12:45,,Vy96iuq94Ko,0:12:45,FALSE
"Subnautica v1.0 Tutorial Playthrough: Day 1 Basic Tools, Food, Water, PDA",https://www.youtube.com/watch?v=xV-jGiHn8ws&list=LL&index=1364&pp=gAQBiAQB,Cougarific,00:12:44,,xV-jGiHn8ws,0:12:44,FALSE
Fable of the Dragon-Tyrant,https://www.youtube.com/watch?v=cZYNADOHhVY&list=LL&index=1583&pp=gAQBiAQB,CGP Grey,00:12:44,,cZYNADOHhVY,0:12:44,FALSE
3 Ways To Cook The Juiciest Chicken Breast Ever - Bobby's Kitchen Basics,https://www.youtube.com/watch?v=DYdOPjjBvm0&list=LL&index=1176&t=11s&pp=gAQBiAQB,Bobby Parrish,00:12:42,,DYdOPjjBvm0,0:12:42,FALSE
Strangers Rank Their Intelligence | IQ vs First Impressions,https://www.youtube.com/watch?v=RAlI0pbMQiM&list=LL&index=232&t=35s&pp=gAQBiAQB,Jubilee,00:12:38,,RAlI0pbMQiM,0:12:38,FALSE
Meet KSI - Gaming's Celebrity Anti-hero: eSPORTS (Part 3/5),https://www.youtube.com/watch?v=c8qyLIN_XGQ&list=LL&index=1805&pp=gAQBiAQB,VICE,00:12:37,,c8qyLIN_XGQ,0:12:37,FALSE
How Long-Haul Trucking Works,https://www.youtube.com/watch?v=QlPrAKtegFQ&list=LL&index=923&pp=gAQBiAQB,Wendover Productions,00:12:32,,QlPrAKtegFQ,0:12:32,FALSE
"Chris Pratt Talks Accents, Getting Naked & Stealing Food | The Graham Norton Show CLASSIC CLIP",https://www.youtube.com/watch?v=5Epez-jCTic&list=LL&index=840&pp=gAQBiAQB,The Graham Norton Show,00:12:31,,5Epez-jCTic,0:12:31,FALSE
Using 6000 CPU Cores for SCIENCE - HOLY $H!T,https://www.youtube.com/watch?v=sCuKuUgNfjA&list=LL&index=1466&pp=gAQBiAQB,Linus Tech Tips,00:12:29,,sCuKuUgNfjA,0:12:29,FALSE
What kids really do on Musical.ly,https://www.youtube.com/watch?v=5PmphkNDosg&list=LL&index=1576&pp=gAQBiAQB,PaymoneyWubby,00:12:28,,5PmphkNDosg,0:12:28,FALSE
unique encounter between 2 polyglots in 21 languages,https://www.youtube.com/watch?v=t3H5D-XxPrI&list=LL&index=1700&pp=gAQBiAQB,Wouter Corduwener,00:12:28,,t3H5D-XxPrI,0:12:28,FALSE
"This Invention Made Disney MILLIONS, but Then They LOST It!",https://www.youtube.com/watch?v=UQuIVsNzqDk&list=LL&index=324&pp=gAQBiAQB,Corridor Crew,00:12:25,,UQuIVsNzqDk,0:12:25,FALSE
Behind Trump's Billions: How He Really Got His Real Estate,https://www.youtube.com/watch?v=SN7YFw3pQKI&list=LL&index=1443&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Business Casual,00:12:25,,SN7YFw3pQKI,0:12:25,FALSE
Game Theory: How Loot Boxes HACK YOUR BRAIN!,https://www.youtube.com/watch?v=Xu6pXCxiRxU&list=LL&index=1446&pp=gAQBiAQB,The Game Theorists,00:12:25,,Xu6pXCxiRxU,0:12:25,FALSE
West Papua Tribal War (from Dead Birds (1964) by Robert Gardner),https://www.youtube.com/watch?v=JI4uirwxx1Y&list=LL&index=119&pp=gAQBiAQB,AussieJosh,00:12:22,,JI4uirwxx1Y,0:12:22,FALSE
I Waterproofed Myself With Aerogel!,https://www.youtube.com/watch?v=GcdB5bFwio4&list=LL&index=1265&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Veritasium,00:12:22,,GcdB5bFwio4,0:12:22,FALSE
How to keep up with AI research?,https://www.youtube.com/watch?v=C5G56N2AnQs&list=LL&index=1262&t=166s&pp=gAQBiAQB0gcJCSkKAYcqIYzv,,00:12:20,,C5G56N2AnQs,0:12:20,FALSE
"Oakley Meta VS Ray Ban Meta: All Fatal Flaws | Video, Battery, AI, Style and More",https://www.youtube.com/watch?v=ggYt90Avj24&list=LL&index=87&t=5s&pp=gAQBiAQB,Steven Sullivan,00:12:19,,ggYt90Avj24,0:12:19,FALSE
3 Tips to NEVER GET HUNGRY While Fasting,https://www.youtube.com/watch?v=6hcpidtfaJo&list=LL&index=987&pp=gAQBiAQB,Gravity Transformation - Fat Loss Experts,00:12:19,,6hcpidtfaJo,0:12:19,FALSE
Mick - James Acaster’s archenemy? Lee Mack’s traded toddler? Gabby Logan’s cheated child? | WILTY,https://www.youtube.com/watch?v=ct40CLTCC7A&list=LL&index=185&t=13s&pp=gAQBiAQB,WILTY? Nope!,00:12:18,,ct40CLTCC7A,0:12:18,FALSE
Jet Island - Go Inside the Boss! [Development Log #9],https://www.youtube.com/watch?v=WWYRkqldhEk&list=LL&index=1412&pp=gAQBiAQB,Master Indie,00:12:18,,WWYRkqldhEk,0:12:18,FALSE
A Theory of Film Music,https://www.youtube.com/watch?v=UcXsH88XlKM&list=LL&index=1792&pp=gAQBiAQB,Dan Golding - Video Essays,00:12:15,,UcXsH88XlKM,0:12:15,FALSE
Why China Is so Good at Building Railways,https://www.youtube.com/watch?v=0JDoll8OEFE&list=LL&index=1500&pp=gAQBiAQB,Wendover Productions,00:12:13,,0JDoll8OEFE,0:12:13,FALSE
Trap Adventure 2 - My First Completion,https://www.youtube.com/watch?v=a9esk9m9PqQ&list=LL&index=1427&pp=gAQBiAQB,unnilunium,00:12:11,,a9esk9m9PqQ,0:12:11,FALSE
The BEST VR Headset IN THE WORLD Has Me Questioning REALITY,https://www.youtube.com/watch?v=23RS3RAg16k&list=LL&index=579&pp=gAQBiAQB,ThrillSeeker,00:12:10,,23RS3RAg16k,0:12:10,FALSE
The Advanced Tech of The Roman Empire,https://www.youtube.com/watch?v=boTUOgka3LA&list=LL&index=39&pp=gAQBiAQB,Lost in Time,00:12:08,,boTUOgka3LA,0:12:08,FALSE
"Why Are 96,000,000 Black Balls on This Reservoir?",https://www.youtube.com/watch?v=uxPdPpi5W4o&list=LL&index=1290&pp=gAQBiAQB,Veritasium,00:12:07,,uxPdPpi5W4o,0:12:07,FALSE
A problem so hard even Google relies on Random Chance,https://www.youtube.com/watch?v=lJYufx0bfpw&list=LL&index=441&pp=gAQBiAQB,Breaking Taps,00:12:06,,lJYufx0bfpw,0:12:06,FALSE
1964: ARTHUR C CLARKE predicts the FUTURE | Horizon | Past Predictions | BBC Archive,https://www.youtube.com/watch?v=YwELr8ir9qM&list=LL&index=564&pp=gAQBiAQB,BBC Archive,00:12:06,,YwELr8ir9qM,0:12:06,FALSE
World's Lightest Solid!,https://www.youtube.com/watch?v=AeJ9q45PfD0&list=LL&index=1273&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Veritasium,00:12:02,,AeJ9q45PfD0,0:12:02,FALSE
TOOL - Pneuma (Audio),https://www.youtube.com/watch?v=5ClCaPmAA7s&list=LL&index=625&pp=gAQBiAQB,TOOL,00:11:55,,5ClCaPmAA7s,0:11:55,TRUE
Tesla Model X Review by Jeremy Clarkson | The Grand Tour | Amazon Prime Video NL,https://www.youtube.com/watch?v=pXvIzWhEWvA&list=LL&index=782&pp=gAQBiAQB,Prime Video Nederland,00:11:55,,pXvIzWhEWvA,0:11:55,FALSE
How to Design a Convolutional Neural Network,https://www.youtube.com/watch?v=fTw3K8D5xDs&list=LL&index=1478&pp=gAQBiAQB,,00:11:47,,fTw3K8D5xDs,0:11:47,FALSE
Making sense of MVP (Minimum Viable Product),https://www.youtube.com/watch?v=0P7nCmln7PM&list=LL&index=1678&pp=gAQBiAQB,The CRM Team,00:11:47,,0P7nCmln7PM,0:11:47,FALSE
Underworld - Cups,https://www.youtube.com/watch?v=FKMHAiXBkSs&list=LL&index=1177&pp=gAQBiAQB,UnderworldFan94,00:11:46,,FKMHAiXBkSs,0:11:46,TRUE
Neil deGrasse Tyson Explains The Three-Body Problem,https://www.youtube.com/watch?v=6GfIDwwxfsM&list=LL&index=313&pp=gAQBiAQB,StarTalk,00:11:45,,6GfIDwwxfsM,0:11:45,FALSE
Cups,https://www.youtube.com/watch?v=IuBuGPhhmoc&list=LL&index=1122&pp=gAQBiAQB,Underworld,00:11:45,,IuBuGPhhmoc,0:11:45,TRUE
NVIDIA pretends to care about gamers. - CMP Announcement,https://www.youtube.com/watch?v=XfIibTBaoMM&list=LL&index=749&pp=gAQBiAQB,Linus Tech Tips,00:11:44,,XfIibTBaoMM,0:11:44,FALSE
Principles Of Lust: Sadeness / Find Love / Sadeness (Reprise),https://www.youtube.com/watch?v=ZvQcX5yfTD8&list=LL&index=1126&pp=gAQBiAQB,Enigma,00:11:44,,ZvQcX5yfTD8,0:11:44,TRUE
Uncle Roger Review GORDON RAMSAY Fried Rice,https://www.youtube.com/watch?v=FrUfwpaNNIM&list=LL&index=464&pp=gAQBiAQB,mrnigelng,00:11:42,,FrUfwpaNNIM,0:11:42,FALSE
The Surprisingly Mysterious Life of Famed Artist Bob Ross,https://www.youtube.com/watch?v=LwApjDJ2sqo&list=LL&index=1300&pp=gAQBiAQB,Today I Found Out,00:11:39,,LwApjDJ2sqo,0:11:39,FALSE
HP Chromebook x2 Review: The World's First Detachable Chromebook,https://www.youtube.com/watch?v=NdX4TGJWUhw&list=LL&index=1294&pp=gAQBiAQB,Chrome Unboxed,00:11:38,,NdX4TGJWUhw,0:11:38,FALSE
Cantaloupe Island featuring Herbie Hancock / Blue Note Concert Live - HD,https://www.youtube.com/watch?v=2VN8zH366M8&list=LL&index=1088&pp=gAQBiAQB,Mac Falko,00:11:37,,2VN8zH366M8,0:11:37,TRUE
