Id,Product,Brand,Price,Country,Category
P01484,Vintage Webcam XL,Windmill Kitchen,111.46,UK,electronics
P01485,Classic Toaster Oven 2.0,PeakForm,223.97,Spain,kitchen
P01486,Wireless Gaming Mouse,Quartz Home,275.88,UK,electronics
P01487,Travel Monitor Stand Set of 2,Windmill Kitchen,280.36,Australia,electronics
P01488,Vintage Wool Scarf S,Tundra Works,393.98,Poland,clothing
P01489,Pro USB-C Hub S,Grainhouse,292.46,Poland,electronics
P01490,Folding Rain Jacket,Kestrel,79.32,USA,clothing
P01491,Premium Immersion Blender Set of 2,Lumen&Co,380.21,Netherlands,kitchen
P01492,Folding Rice Cooker Lite,Helios,100.68,Italy,kitchen
P01493,Ultra Resistance Bands,Northwind,286.71,Japan,sports
P01494,Slim Puffer Vest Plus,Tundra Works,253.51,USA,clothing
P01495,Wireless Office Chair XL,Verve Athletics,158.23,Sweden,other
P01496,Travel Linen Shirt Plus,Northwind,67.00,USA,clothing
P01497,Slim Coffee Grinder S,Windmill Kitchen,204.03,Netherlands,kitchen
P01498,Ultra Cutting Board XL,Falkon,345.27,Canada,kitchen
P01499,Deluxe Blender Max,Helios,77.61,Sweden,kitchen
P01500,Classic Webcam,Silverbirch,50.35,France,electronics
P01501,Wireless Denim Jacket,Kestrel,117.64,Japan,clothing
P01502,Travel Espresso Machine,Helios,291.20,Australia,kitchen
P01503,Premium Immersion Blender XL,Kestrel,303.00,USA,kitchen
P01504,Travel Tennis Racket,Aurora Labs,150.74,UK,sports
P01505,Slim Noise-Canceling Headphones,Aurora Labs,57.44,Poland,electronics
P01506,Folding Bluetooth Speaker,Aurora Labs,304.68,USA,electronics
P01507,Slim Gaming Mouse,Tundra Works,144.87,Spain,electronics
P01508,Portable Linen Shirt 2.0,Verve Athletics,161.67,France,clothing
P01509,Portable Espresso Machine XL,Kestrel,15.44,USA,kitchen
P01510,Classic Gaming Mouse XL,Aurora Labs,289.05,Netherlands,electronics
P01511,Deluxe Bluetooth Speaker,BasecampGear,22.56,Sweden,electronics
P01512,Ultra Rice Cooker,Quartz Home,43.14,Germany,kitchen
P01513,Travel Gaming Mouse,Verve Athletics,75.94,France,electronics
P01514,Folding Hiking Boots XL,Falkon,372.98,France,sports
P01515,Portable Bluetooth Speaker Lite,PeakForm,360.01,Germany,electronics
P01516,Eco Blender 2.0,Quartz Home,319.85,Australia,kitchen
P01517,Wireless Resistance Bands Max,Tundra Works,271.35,Australia,sports
P01518,Ultra Wool Scarf S,Windmill Kitchen,174.04,USA,clothing
P01519,Compact Espresso Machine XL,Quartz Home,207.16,Italy,kitchen
P01520,Eco Air Fryer Plus,Orbit Supply,10.66,Sweden,kitchen
P01521,Heavy-Duty Espresso Machine,Aurora Labs,163.68,Italy,kitchen
P01522,Classic Tennis Racket Lite,Lumen&Co,381.47,UK,sports
P01523,Mini Linen Shirt Max,Verve Athletics,375.14,Germany,clothing
P01524,Pro Baseball Cap,Lumen&Co,69.13,Spain,clothing
P01525,Classic Baseball Cap Set of 2,Aurora Labs,146.79,Japan,clothing
P01526,Smart Mechanical Keyboard S,Verve Athletics,274.10,UK,electronics
P01527,Ultra Cast-Iron Skillet XL,Quartz Home,311.97,Sweden,kitchen
P01528,Smart Rice Cooker Max,Silverbirch,365.35,Italy,kitchen
P01529,Vintage Hiking Boots Plus,Quartz Home,80.24,USA,sports
P01530,Folding Fleece Hoodie,Falkon,350.48,Spain,clothing
P01531,Folding Espresso Machine Lite,Silverbirch,290.11,USA,kitchen
P01532,Heavy-Duty Denim Jacket Set of 2,CedarCraft,183.88,UK,clothing
P01533,Folding Stand Mixer Max,Verve Athletics,42.89,Poland,kitchen
P01534,Compact Puffer Vest Lite,Helios,96.18,Germany,clothing
P01535,Ultra Cast-Iron Skillet Set of 2,BasecampGear,127.63,Italy,kitchen
P01536,Compact Stand Mixer Max,Northwind,242.92,France,kitchen
P01537,Mini Yoga Mat,Quartz Home,14.19,Spain,sports
P01538,Mini Office Chair,Verve Athletics,65.34,Australia,other
P01539,Smart Mechanical Keyboard 2.0,Kestrel,29.04,Japan,electronics
P01540,Folding Dumbbell Set Set of 2,Helios,249.66,Poland,sports
P01541,Vintage Backpack Max,Orbit Supply,79.09,Italy,other
P01542,Ultra Cutting Board Set of 2,Quartz Home,296.29,UK,kitchen
P01543,Compact Bluetooth Speaker XL,Silverbirch,353.86,UK,electronics
P01544,Vintage Fitness Tracker,Lumen&Co,370.80,Canada,electronics
P01545,Pro Immersion Blender Max,Tundra Works,358.70,Japan,kitchen
P01546,Pro Gaming Mouse,Quartz Home,248.50,USA,electronics
P01547,Travel Monitor Stand Lite,CedarCraft,312.85,Italy,electronics
P01548,Eco Dumbbell Set,PeakForm,234.27,Japan,sports
P01549,Eco Noise-Canceling Headphones Lite,Lumen&Co,267.64,France,electronics
P01550,Deluxe Toaster Oven Max,Northwind,260.59,Japan,kitchen
P01551,Travel Cutting Board Max,PeakForm,379.96,Japan,kitchen
P01552,Wireless Cast-Iron Skillet,Quartz Home,250.16,UK,kitchen
P01553,Vintage Immersion Blender Lite,Windmill Kitchen,290.03,USA,kitchen
P01554,Folding Trail-Running Socks,Helios,140.59,Sweden,sports
P01555,Slim Air Fryer S,PeakForm,40.90,UK,kitchen
P01556,Eco Rice Cooker,Verve Athletics,63.81,Spain,kitchen
P01557,Premium Toaster Oven XL,Lumen&Co,289.22,Germany,kitchen
P01558,Compact Linen Shirt,PeakForm,75.42,Australia,clothing
P01559,Folding Resistance Bands Lite,Aurora Labs,55.44,Japan,sports
P01560,Mini Notebook Set Set of 2,Falkon,126.06,France,other
P01561,Wireless Puffer Vest,Kestrel,336.16,Germany,clothing
P01562,Compact Denim Jacket,Orbit Supply,268.45,Italy,clothing
P01563,Heavy-Duty Notebook Set 2.0,Helios,56.46,Spain,other
P01564,Smart Hiking Boots S,CedarCraft,395.76,Germany,sports
P01565,Travel Running Shoes Lite,Tundra Works,66.49,Spain,sports
P01566,Mini Stand Mixer Plus,Kestrel,103.39,USA,kitchen
P01567,Portable Cast-Iron Skillet XL,Kestrel,263.53,Australia,kitchen
P01568,Vintage Rain Jacket XL,Silverbirch,164.41,Spain,clothing
P01569,Portable Soccer Ball,Northwind,157.31,UK,sports
P01570,Classic Coffee Grinder,Aurora Labs,26.22,Spain,kitchen
P01571,Portable Espresso Machine Max,Grainhouse,129.34,UK,kitchen
P01572,Vintage Coffee Grinder,Windmill Kitchen,200.03,France,kitchen
P01573,Deluxe Resistance Bands 2.0,BasecampGear,337.62,Japan,sports
P01574,Classic Immersion Blender Set of 2,Tundra Works,160.44,UK,kitchen
P01575,Slim Rice Cooker Max,CedarCraft,302.74,Canada,kitchen
P01576,Ultra Blender Set of 2,Helios,28.13,Italy,kitchen
P01577,Premium Gaming Mouse,Windmill Kitchen,316.50,Canada,electronics
P01578,Vintage Chef Knife Max,BasecampGear,44.39,USA,kitchen
P01579,Pro Air Fryer,Northwind,327.45,Italy,kitchen
P01580,Slim Backpack 2.0,Quartz Home,325.02,UK,other
P01581,Wireless Monitor Stand S,Grainhouse,37.89,Sweden,electronics
P01582,Classic Soccer Ball,Verve Athletics,288.88,Germany,sports
P01583,Deluxe USB-C Hub 2.0,CedarCraft,56.48,Sweden,electronics
P01584,Portable Toaster Oven,CedarCraft,49.14,Australia,kitchen
P01585,Ultra Backpack,Quartz Home,60.16,France,other
P01586,Eco Trail-Running Socks,Windmill Kitchen,169.88,Australia,sports
P01587,Portable Office Chair Set of 2,Grainhouse,393.30,Poland,other
P01588,Classic Cast-Iron Skillet Max,Northwind,280.70,Italy,kitchen
P01589,Classic Laptop Sleeve,BasecampGear,65.25,Germany,electronics
P01590,Wireless Backpack Max,Orbit Supply,333.49,Sweden,other
P01591,Classic Espresso Machine Max,Quartz Home,167.56,Australia,kitchen
P01592,Eco Rain Jacket,Tundra Works,6.45,Japan,clothing
P01593,Wireless Backpack XL,Aurora Labs,285.64,Netherlands,other
P01594,Portable Stand Mixer S,Falkon,239.07,Spain,kitchen
P01595,Deluxe Blender XL,CedarCraft,317.64,Spain,kitchen
P01596,Classic Resistance Bands,Quartz Home,208.65,Netherlands,sports
P01597,Slim USB-C Hub S,Grainhouse,262.85,France,electronics
P01598,Wireless Rice Cooker Set of 2,BasecampGear,315.55,Germany,kitchen
P01599,Travel Rain Jacket S,Silverbirch,217.78,Netherlands,clothing
P01600,Smart Office Chair 2.0,Tundra Works,298.23,Poland,other
P01601,Heavy-Duty Immersion Blender 2.0,Helios,124.79,Japan,kitchen
P01602,Premium Laptop Sleeve XL,Orbit Supply,52.90,Sweden,electronics
P01603,Deluxe Blender,CedarCraft,114.98,Canada,kitchen
P01604,Eco Desk Lamp,Silverbirch,59.14,Sweden,electronics
P01605,Deluxe Laptop Sleeve,Grainhouse,391.64,Australia,electronics
P01606,Wireless Cutting Board S,Aurora Labs,8.89,Spain,kitchen
P01607,Wireless Espresso Machine Max,CedarCraft,99.50,Australia,kitchen
P01608,Deluxe Cast-Iron Skillet XL,Lumen&Co,320.86,Netherlands,kitchen
P01609,Slim Backpack,Northwind,310.54,UK,other
P01610,Premium Denim Jacket Plus,Kestrel,149.90,Germany,clothing
P01611,Ultra Bluetooth Speaker,CedarCraft,397.15,Germany,electronics
P01612,Pro Cutting Board,Silverbirch,364.16,Germany,kitchen
P01613,Pro Bluetooth Speaker XL,Helios,304.91,Australia,electronics
P01614,Vintage Notebook Set Max,Tundra Works,112.02,USA,other
P01615,Vintage Coffee Grinder Set of 2,Tundra Works,190.18,Poland,kitchen
P01616,Folding Toaster Oven XL,Verve Athletics,39.99,Poland,kitchen
P01617,Smart Cutting Board,Windmill Kitchen,159.45,Poland,kitchen
P01618,Deluxe Coffee Grinder,Quartz Home,185.28,Poland,kitchen
P01619,Eco Kettlebell Max,PeakForm,153.90,Spain,sports
P01620,Compact Coffee Grinder S,Kestrel,217.56,Japan,kitchen
P01621,Portable Resistance Bands,Orbit Supply,122.86,France,sports
P01622,Ultra Trail-Running Socks Set of 2,Northwind,228.12,Japan,sports
P01623,Portable Baseball Cap 2.0,Tundra Works,329.97,Germany,clothing
P01624,Travel Stand Mixer,Quartz Home,364.62,Japan,kitchen
P01625,Compact Yoga Mat XL,BasecampGear,140.24,Sweden,sports
P01626,Classic Blender Plus,Northwind,102.97,Poland,kitchen
P01627,Pro Blender Max,PeakForm,119.41,Australia,kitchen
P01628,Mini Monitor Stand Lite,Windmill Kitchen,43.00,UK,electronics
P01629,Mini Desk Lamp XL,Grainhouse,8.16,France,electronics
P01630,Folding Stand Mixer Lite,Falkon,37.13,Italy,kitchen
P01631,Slim Espresso Machine,Tundra Works,395.24,Australia,kitchen
P01632,Folding Rice Cooker Max,Verve Athletics,329.15,Poland,kitchen
P01633,Vintage Resistance Bands,Verve Athletics,53.42,UK,sports
P01634,Portable Laptop Sleeve,Verve Athletics,110.70,Australia,electronics
P01635,Mini Linen Shirt,BasecampGear,153.88,Australia,clothing
P01636,Mini Soccer Ball Lite,BasecampGear,372.11,Netherlands,sports
P01637,Ultra Rain Jacket 2.0,Aurora Labs,340.52,Poland,clothing
P01638,Eco Toaster Oven Max,Falkon,68.83,France,kitchen
P01639,Heavy-Duty USB-C Hub 2.0,Aurora Labs,74.17,Netherlands,electronics
P01640,Slim Running Shoes 2.0,Aurora Labs,260.44,Sweden,sports
P01641,Heavy-Duty Gaming Mouse Plus,Aurora Labs,3.79,Germany,electronics
P01642,Deluxe Fleece Hoodie Max,CedarCraft,256.04,Australia,clothing
P01643,Pro USB-C Hub,Lumen&Co,216.11,France,electronics
P01644,Folding Webcam,Helios,223.51,Japan,electronics
P01645,Slim USB-C Hub 2.0,Verve Athletics,295.23,Netherlands,electronics
P01646,Mini Monitor Stand S,Falkon,81.86,Canada,electronics
P01647,Vintage Desk Lamp Lite,Kestrel,238.30,Germany,electronics
P01648,Eco Coffee Grinder,Helios,156.87,Sweden,kitchen
P01649,Portable Dumbbell Set,Windmill Kitchen,176.04,Japan,sports
P01650,Wireless Hiking Boots,Aurora Labs,2.50,Australia,sports
P01651,Slim Soccer Ball Plus,Verve Athletics,139.02,Australia,sports
P01652,Travel Backpack Set of 2,Windmill Kitchen,269.86,USA,other
P01653,Wireless Mechanical Keyboard S,Tundra Works,12.78,Germany,electronics
P01654,Portable Yoga Mat,Lumen&Co,235.84,Italy,sports
P01655,Wireless Immersion Blender Max,Tundra Works,324.09,UK,kitchen
P01656,Vintage Resistance Bands Set of 2,Helios,62.41,UK,sports
P01657,Travel Backpack Max,Falkon,211.30,Spain,other
P01658,Mini Monitor Stand S,BasecampGear,199.54,Germany,electronics
P01659,Classic Chef Knife 2.0,Northwind,203.27,Japan,kitchen
P01660,Folding Rain Jacket S,Lumen&Co,19.97,Germany,clothing
P01661,Travel Cast-Iron Skillet S,Helios,374.33,France,kitchen
P01662,Eco Rice Cooker Lite,Verve Athletics,268.37,France,kitchen
P01663,Compact Rain Jacket XL,PeakForm,103.50,Sweden,clothing
P01664,Mini Fleece Hoodie 2.0,Lumen&Co,41.70,Germany,clothing
P01665,Deluxe Kettlebell Lite,Orbit Supply,179.70,Italy,sports
P01666,Pro Gaming Mouse 2.0,PeakForm,264.69,Japan,electronics
P01667,Wireless Linen Shirt XL,Falkon,114.74,Australia,clothing
P01668,Wireless Denim Jacket 2.0,Helios,187.81,Spain,clothing
P01669,Premium Wool Scarf,Grainhouse,383.35,Poland,clothing
P01670,Smart Rice Cooker,Lumen&Co,268.15,UK,kitchen
P01671,Mini Running Shoes Plus,Grainhouse,257.52,USA,sports
P01672,Folding Desk Lamp,Orbit Supply,155.08,Germany,electronics
P01673,Eco Puffer Vest 2.0,Falkon,355.93,Australia,clothing
P01674,Pro Noise-Canceling Headphones,Windmill Kitchen,153.57,Germany,electronics
P01675,Eco Laptop Sleeve Lite,Helios,376.18,Spain,electronics
P01676,Folding Kettlebell XL,Windmill Kitchen,273.60,Australia,sports
P01677,Compact Soccer Ball Max,PeakForm,133.17,Germany,sports
P01678,Premium Baseball Cap S,Grainhouse,251.00,Japan,clothing
P01679,Folding Laptop Sleeve Lite,Verve Athletics,156.78,Italy,electronics
P01680,Heavy-Duty Blender 2.0,CedarCraft,34.66,UK,kitchen
P01681,Eco Tennis Racket,Windmill Kitchen,196.83,Spain,sports
P01682,Portable Fitness Tracker Plus,PeakForm,334.97,Sweden,electronics
P01683,Slim Air Fryer Max,Helios,67.73,Germany,kitchen
P01684,Slim Toaster Oven S,Tundra Works,134.87,Poland,kitchen
P01685,Compact Chef Knife Lite,Verve Athletics,183.49,Australia,kitchen
P01686,Ultra Noise-Canceling Headphones,PeakForm,134.93,Netherlands,electronics
P01687,Eco Blender,Grainhouse,31.06,Spain,kitchen
P01688,Ultra Mechanical Keyboard Plus,Helios,56.40,USA,electronics
P01689,Travel Cast-Iron Skillet,Grainhouse,111.90,Australia,kitchen
P01690,Smart Tennis Racket 2.0,PeakForm,169.90,Australia,sports
P01691,Travel Coffee Grinder Lite,PeakForm,213.46,Netherlands,kitchen
P01692,Folding Baseball Cap,Tundra Works,360.51,Netherlands,clothing
P01693,Travel Blender 2.0,BasecampGear,139.03,Sweden,kitchen
P01694,Travel Puffer Vest,Lumen&Co,114.24,Sweden,clothing
P01695,Folding Trail-Running Socks Lite,Grainhouse,345.89,Poland,sports
P01696,Heavy-Duty Puffer Vest Set of 2,Falkon,118.16,UK,clothing
P01697,Heavy-Duty Wool Scarf Lite,Silverbirch,41.91,Canada,clothing
P01698,Classic Notebook Set 2.0,Orbit Supply,280.69,Canada,other
P01699,Vintage Denim Jacket,BasecampGear,364.99,Sweden,clothing
P01700,Slim Laptop Sleeve Max,Grainhouse,250.86,France,electronics
P01701,Vintage Backpack Plus,Grainhouse,21.01,Spain,other
P01702,Premium Kettlebell,Grainhouse,235.53,Japan,sports
P01703,Vintage Coffee Grinder Lite,Quartz Home,381.10,Spain,kitchen
P01704,Folding Immersion Blender Plus,Windmill Kitchen,13.75,UK,kitchen
P01705,Compact Hiking Boots Max,CedarCraft,32.44,Japan,sports
P01706,Classic Cast-Iron Skillet Set of 2,Silverbirch,131.99,USA,kitchen
P01707,Heavy-Duty Hiking Boots,Quartz Home,372.00,Italy,sports
P01708,Folding Laptop Sleeve 2.0,Helios,186.75,Sweden,electronics
P01709,Classic Yoga Mat,Falkon,42.75,Japan,sports
P01710,Heavy-Duty Running Shoes Set of 2,Northwind,372.79,Poland,sports
P01711,Portable Hiking Boots 2.0,Silverbirch,400.37,USA,sports
P01712,Wireless Baseball Cap Plus,CedarCraft,206.03,Japan,clothing
P01713,Portable Notebook Set S,Northwind,9.46,Italy,other
P01714,Wireless Baseball Cap 2.0,Northwind,399.89,Italy,clothing
P01715,Heavy-Duty Air Fryer Plus,Orbit Supply,157.83,Poland,kitchen
P01716,Pro Air Fryer Set of 2,Verve Athletics,8.56,Canada,kitchen
P01717,Mini Backpack 2.0,CedarCraft,385.24,Netherlands,other
P01718,Deluxe Cutting Board XL,Quartz Home,202.45,Italy,kitchen
P01719,Folding Yoga Mat,CedarCraft,229.81,Poland,sports
P01720,Travel Mechanical Keyboard XL,PeakForm,205.93,Sweden,electronics
P01721,Classic Immersion Blender,Kestrel,352.86,Italy,kitchen
P01722,Deluxe Stand Mixer XL,Helios,153.95,USA,kitchen
P01723,Smart Cutting Board,CedarCraft,293.00,Sweden,kitchen
P01724,Folding Webcam Lite,Aurora Labs,188.29,Japan,electronics
P01725,Smart Trail-Running Socks Lite,Northwind,174.69,Poland,sports
P01726,Folding Blender S,Northwind,375.48,Netherlands,kitchen
P01727,Ultra Baseball Cap Lite,Grainhouse,230.53,Spain,clothing
P01728,Portable Air Fryer Max,CedarCraft,143.54,Poland,kitchen
P01729,Classic Noise-Canceling Headphones XL,Falkon,76.05,Poland,electronics
P01730,Deluxe Webcam Set of 2,Windmill Kitchen,24.27,Japan,electronics
P01731,Premium Backpack Set of 2,Kestrel,174.83,Germany,other
P01732,Heavy-Duty Laptop Sleeve Max,Aurora Labs,208.63,UK,electronics
P01733,Smart Chef Knife Lite,Lumen&Co,51.10,Sweden,kitchen
P01734,Wireless Hiking Boots Lite,Grainhouse,98.39,UK,sports
P01735,Wireless Soccer Ball 2.0,Grainhouse,276.18,Italy,sports
P01736,Deluxe Coffee Grinder 2.0,Falkon,344.16,Spain,kitchen
P01737,Classic Fleece Hoodie,BasecampGear,192.50,Canada,clothing
P01738,Ultra Mechanical Keyboard XL,Tundra Works,181.57,USA,electronics
P01739,Ultra Gaming Mouse,Windmill Kitchen,196.95,Sweden,electronics
P01740,Heavy-Duty Stand Mixer,PeakForm,134.02,Italy,kitchen
P01741,Ultra Toaster Oven S,Silverbirch,347.79,Italy,kitchen
P01742,Heavy-Duty Mechanical Keyboard,PeakForm,300.33,Sweden,electronics
P01743,Compact Rice Cooker Max,Northwind,326.51,Poland,kitchen
P01744,Pro Trail-Running Socks Plus,Kestrel,106.36,Spain,sports
P01745,Travel Running Shoes,Northwind,299.31,Spain,sports
P01746,Travel USB-C Hub XL,Windmill Kitchen,312.21,USA,electronics
P01747,Folding Tennis Racket,Kestrel,327.88,Australia,sports
P01748,Slim Coffee Grinder 2.0,Helios,186.68,Germany,kitchen
P01749,Wireless Wool Scarf XL,Falkon,69.01,Sweden,clothing
P01750,Vintage Noise-Canceling Headphones,Helios,17.18,Poland,electronics
P01751,Eco Denim Jacket Max,Lumen&Co,202.98,Italy,clothing
P01752,Portable Espresso Machine XL,Kestrel,71.08,USA,kitchen
P01753,Travel Dumbbell Set,Aurora Labs,347.77,Japan,sports
P01754,Eco Noise-Canceling Headphones,Kestrel,391.31,Australia,electronics
P01755,Travel Noise-Canceling Headphones,Northwind,285.63,USA,electronics
P01756,Premium Resistance Bands Lite,Grainhouse,322.74,UK,sports
P01757,Compact Linen Shirt 2.0,Silverbirch,256.49,Netherlands,clothing
P01758,Eco Tennis Racket,Windmill Kitchen,356.55,Sweden,sports
P01759,Premium Soccer Ball,Falkon,162.25,Germany,sports
P01760,Premium Soccer Ball,Northwind,201.62,Spain,sports
P01761,Wireless Baseball Cap Lite,Tundra Works,19.90,France,clothing
P01762,Mini Coffee Grinder Plus,BasecampGear,258.76,Spain,kitchen
P01763,Mini Notebook Set Max,BasecampGear,111.19,Sweden,other
P01764,Heavy-Duty Mechanical Keyboard Lite,Quartz Home,207.24,Sweden,electronics
P01765,Classic Noise-Canceling Headphones 2.0,PeakForm,173.98,Italy,electronics
P01766,Slim Coffee Grinder,Grainhouse,83.88,Spain,kitchen
P01767,Vintage Espresso Machine,Falkon,272.79,USA,kitchen
P01768,Slim Rain Jacket Lite,Orbit Supply,157.76,France,clothing
P01769,Portable Linen Shirt S,Orbit Supply,100.08,Poland,clothing
P01770,Slim Noise-Canceling Headphones Set of 2,Northwind,392.31,France,electronics
P01771,Travel Espresso Machine,Orbit Supply,343.14,Spain,kitchen
P01772,Ultra Laptop Sleeve Lite,Falkon,386.20,UK,electronics
P01773,Compact Bluetooth Speaker Set of 2,Northwind,274.82,Netherlands,electronics
P01774,Eco Office Chair Set of 2,Orbit Supply,385.49,Italy,other
P01775,Classic Desk Lamp Lite,Windmill Kitchen,190.45,Poland,electronics
P01776,Compact Kettlebell Plus,Grainhouse,68.82,UK,sports
P01777,Deluxe Mechanical Keyboard,Aurora Labs,255.54,Poland,electronics
P01778,Smart Immersion Blender,Lumen&Co,286.63,Germany,kitchen
P01779,Classic Office Chair,Aurora Labs,197.21,Spain,other
P01780,Deluxe Desk Lamp Set of 2,Lumen&Co,266.74,Japan,electronics
P01781,Ultra Toaster Oven,Windmill Kitchen,381.53,Japan,kitchen
P01782,Travel Puffer Vest Max,Orbit Supply,55.66,France,clothing
P01783,Pro Fitness Tracker Lite,Quartz Home,130.98,Australia,electronics
P01784,Travel Puffer Vest,Aurora Labs,109.69,Japan,clothing
P01785,Premium Fitness Tracker Plus,Silverbirch,8.95,Japan,electronics
P01786,Travel Notebook Set Set of 2,Kestrel,24.37,Italy,other
P01787,Eco USB-C Hub,Helios,134.85,Netherlands,electronics
P01788,Heavy-Duty Cast-Iron Skillet,Windmill Kitchen,87.05,Australia,kitchen
P01789,Premium Fleece Hoodie Max,Falkon,259.34,Australia,clothing
P01790,Mini Office Chair 2.0,Silverbirch,259.69,Spain,other
P01791,Folding Resistance Bands 2.0,CedarCraft,246.64,Japan,sports
P01792,Portable Mechanical Keyboard S,Tundra Works,76.93,USA,electronics
P01793,Folding Fitness Tracker Set of 2,Tundra Works,109.98,Canada,electronics
P01794,Smart Rain Jacket,PeakForm,251.22,France,clothing
P01795,Folding Toaster Oven Lite,Kestrel,42.75,Germany,kitchen
P01796,Classic Cutting Board Lite,Windmill Kitchen,93.55,USA,kitchen
P01797,Deluxe Yoga Mat XL,Quartz Home,189.76,Germany,sports
P01798,Portable Gaming Mouse Max,Orbit Supply,119.92,Canada,electronics
P01799,Mini USB-C Hub Plus,BasecampGear,2.72,Japan,electronics
P01800,Smart Gaming Mouse Max,Quartz Home,161.78,Spain,electronics
P01801,Vintage Chef Knife XL,Helios,315.88,Spain,kitchen
P01802,Mini Desk Lamp,Northwind,155.97,Spain,electronics
P01803,Pro Kettlebell Plus,Helios,205.45,Spain,sports
P01804,Deluxe Webcam Max,Northwind,116.86,Netherlands,electronics
P01805,Travel Office Chair Max,BasecampGear,347.16,Japan,other
P01806,Travel Immersion Blender,Orbit Supply,281.86,Sweden,kitchen
P01807,Portable Office Chair XL,CedarCraft,347.14,Spain,other
P01808,Portable Cast-Iron Skillet Lite,Helios,127.30,France,kitchen
P01809,Slim Noise-Canceling Headphones 2.0,Kestrel,364.03,Germany,electronics
P01810,Smart Laptop Sleeve Plus,Quartz Home,238.59,Germany,electronics
P01811,Premium Backpack Plus,PeakForm,282.88,France,other
P01812,Travel Immersion Blender,Windmill Kitchen,344.96,Netherlands,kitchen
P01813,Pro Webcam Set of 2,Northwind,175.30,UK,electronics
P01814,Ultra Rain Jacket XL,Quartz Home,96.19,Germany,clothing
P01815,Compact Webcam XL,Kestrel,293.98,Japan,electronics
P01816,Travel Puffer Vest 2.0,Grainhouse,81.36,Spain,clothing
P01817,Vintage Immersion Blender,Orbit Supply,146.48,Spain,kitchen
P01818,Smart Linen Shirt Lite,CedarCraft,290.26,Poland,clothing
P01819,Premium Rice Cooker Lite,Orbit Supply,282.92,Poland,kitchen
P01820,Mini Coffee Grinder Set of 2,Verve Athletics,101.14,Sweden,kitchen
P01821,Deluxe USB-C Hub XL,Orbit Supply,157.92,Germany,electronics
P01822,Vintage Notebook Set Lite,Grainhouse,386.87,Japan,other
P01823,Portable USB-C Hub Lite,CedarCraft,290.06,UK,electronics
P01824,Mini Cutting Board Set of 2,Quartz Home,52.73,Italy,kitchen
P01825,Compact Noise-Canceling Headphones 2.0,PeakForm,283.55,Spain,electronics
P01826,Deluxe Toaster Oven S,Kestrel,166.48,France,kitchen
P01827,Folding Trail-Running Socks,Silverbirch,336.97,Poland,sports
P01828,Eco Denim Jacket XL,Lumen&Co,213.18,Netherlands,clothing
P01829,Slim Cast-Iron Skillet 2.0,Aurora Labs,397.31,Sweden,kitchen
P01830,Premium Trail-Running Socks,Lumen&Co,234.18,Japan,sports
P01831,Compact Running Shoes 2.0,Orbit Supply,394.50,Italy,sports
P01832,Smart Rice Cooker,Falkon,365.17,Spain,kitchen
P01833,Folding Soccer Ball,Kestrel,303.36,Australia,sports
P01834,Deluxe Toaster Oven,Tundra Works,161.07,Australia,kitchen
P01835,Travel Desk Lamp Set of 2,Helios,76.52,Sweden,electronics
P01836,Deluxe Puffer Vest Max,Northwind,195.31,USA,clothing
P01837,Wireless Notebook Set Lite,Grainhouse,389.84,Canada,other
P01838,Folding Office Chair,BasecampGear,141.78,Netherlands,other
P01839,Smart Resistance Bands Lite,Kestrel,54.30,France,sports
P01840,Compact Gaming Mouse,Orbit Supply,16.44,Netherlands,electronics
P01841,Travel Puffer Vest Max,CedarCraft,13.43,USA,clothing
P01842,Vintage Chef Knife Set of 2,Silverbirch,183.29,Netherlands,kitchen
P01843,Classic Soccer Ball 2.0,Aurora Labs,4.69,Australia,sports
P01844,Eco Blender,Quartz Home,218.34,Italy,kitchen
P01845,Travel Rain Jacket XL,CedarCraft,397.53,Poland,clothing
P01846,Eco Cast-Iron Skillet,Grainhouse,16.79,Japan,kitchen
P01847,Pro Yoga Mat Lite,Lumen&Co,273.87,Canada,sports
P01848,Ultra Noise-Canceling Headphones,Verve Athletics,244.41,USA,electronics
P01849,Classic Soccer Ball,Lumen&Co,74.20,UK,sports
P01850,Mini Chef Knife 2.0,Quartz Home,131.88,Australia,kitchen
P01851,Mini Webcam XL,Helios,74.83,UK,electronics
P01852,Pro Blender Lite,Windmill Kitchen,286.70,Canada,kitchen
P01853,Eco Webcam Set of 2,Tundra Works,26.65,USA,electronics
P01854,Classic Air Fryer Max,Falkon,341.82,USA,kitchen
P01855,Premium Monitor Stand S,Silverbirch,198.59,Netherlands,electronics
P01856,Travel Wool Scarf XL,Grainhouse,113.07,USA,clothing
P01857,Compact Desk Lamp,Aurora Labs,178.62,Australia,electronics
P01858,Wireless Fitness Tracker 2.0,Northwind,269.10,Netherlands,electronics
P01859,Pro Baseball Cap,Aurora Labs,264.02,USA,clothing
P01860,Smart Puffer Vest Set of 2,Grainhouse,213.50,Canada,clothing
P01861,Heavy-Duty Coffee Grinder Set of 2,Windmill Kitchen,397.23,France,kitchen
P01862,Deluxe Running Shoes S,Orbit Supply,155.07,Sweden,sports
P01863,Folding Laptop Sleeve Set of 2,Silverbirch,82.42,France,electronics
P01864,Classic Gaming Mouse Lite,Helios,78.65,Netherlands,electronics
P01865,Pro Cast-Iron Skillet Max,Aurora Labs,24.71,Canada,kitchen
